patch_id,site_id,patch_type,label,rgb_path,lidar_path,rgb_width,rgb_height,lidar_width,lidar_height,has_rgb_world_file,has_lidar_world_file,status
site03_neg02,site03,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_neg02.png,3507,2480,3507,2480,True,True,ok
site03_neg03,site03,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_neg03.png,3507,2480,3507,2480,True,True,ok
site03_neg04,site03,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_neg04.png,3507,2480,3507,2480,True,True,ok
site03_neg05,site03,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_neg05.png,3507,2480,3507,2480,True,True,ok
site03_neg06,site03,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_neg06.png,3507,2480,3507,2480,True,True,ok
site03_patch01,site03,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_patch01.png,3507,2480,3507,2480,True,True,ok
site03_patch03,site03,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_patch03.png,3507,2480,3507,2480,True,True,ok
site03_patch04,site03,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_patch04.png,3507,2480,3507,2480,True,True,ok
site03_tres_large,site03,tres_large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site03_tres_large.png,3507,2480,3507,2480,True,True,ok
site04_large,site04,large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_large.png,3507,2480,3507,2480,True,True,ok
site04_neg01,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg01.png,3507,2480,3507,2480,True,True,ok
site04_neg02,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg02.png,3507,2480,3507,2480,True,True,ok
site04_neg03,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg03.png,3507,2480,3507,2480,True,True,ok
site04_neg04,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg04.png,3507,2480,3507,2480,True,True,ok
site04_neg05,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg05.png,3507,2480,3507,2480,True,True,ok
site04_neg06,site04,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_neg06.png,3507,2480,3507,2480,True,True,ok
site04_patch01,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch01.png,3507,2480,3507,2480,True,True,ok
site04_patch02,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch02.png,3507,2480,3507,2480,True,True,ok
site04_patch03,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch03.png,3507,2480,3507,2480,True,True,ok
site04_patch04,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch04.png,3507,2480,3507,2480,True,True,ok
site04_patch05,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch05.png,3507,2480,3507,2480,True,True,ok
site04_patch06,site04,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_patch06.png,3507,2480,3507,2480,True,True,ok
site04_tres_large,site04,tres_large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site04_tres_large.png,3507,2480,3507,2480,True,True,ok
site05_large,site05,large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_large.png,3507,2480,3507,2480,True,True,ok
site05_neg01,site05,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_neg01.png,3507,2480,3507,2480,True,True,ok
site05_neg02,site05,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_neg02.png,3507,2480,3507,2480,True,True,ok
site05_neg03,site05,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_neg03.png,3507,2480,3507,2480,True,True,ok
site05_neg04,site05,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_neg04.png,3507,2480,3507,2480,True,True,ok
site05_neg05,site05,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_neg05.png,3507,2480,3507,2480,True,True,ok
site05_patch01,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch01.png,3507,2480,3507,2480,True,True,ok
site05_patch02,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch02.png,3507,2480,3507,2480,True,True,ok
site05_patch03,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch03.png,3507,2480,3507,2480,True,True,ok
site05_patch04,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch04.png,3507,2480,3507,2480,True,True,ok
site05_patch05,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch05.png,3507,2480,3507,2480,True,True,ok
site05_patch06,site05,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_patch06.png,3507,2480,3507,2480,True,True,ok
site05_tres_large,site05,tres_large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site05_tres_large.png,3507,2480,3507,2480,True,True,ok
site06_large,site06,large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_large.png,3507,2480,3507,2480,True,True,ok
site06_neg01,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg01.png,3507,2480,3507,2480,True,True,ok
site06_neg02,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg02.png,3507,2480,3507,2480,True,True,ok
site06_neg03,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg03.png,3507,2480,3507,2480,True,True,ok
site06_neg04,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg04.png,3507,2480,3507,2480,True,True,ok
site06_neg05,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg05.png,3507,2480,3507,2480,True,True,ok
site06_neg06,site06,neg,non_archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_neg06.png,3507,2480,3507,2480,True,True,ok
site06_patch01,site06,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_patch01.png,3507,2480,3507,2480,True,True,ok
site06_patch02,site06,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_patch02.png,3507,2480,3507,2480,True,True,ok
site06_patch03,site06,patch,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_patch03.png,3507,2480,3507,2480,True,True,ok
site06_tres_large,site06,tres_large,archeologique,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\lidar\site06_tres_large.png,3507,2480,3507,2480,True,True,ok
