patch_id,site_id,patch_type,label,rgb_path,lidar_path,rgb_width,rgb_height,lidar_width,lidar_height,has_rgb_world_file,has_lidar_world_file,status
site03_neg_auto01,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto01.png,data\exports_qgis_auto\lidar\site03_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site03_neg_auto02,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto02.png,data\exports_qgis_auto\lidar\site03_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site03_neg_auto03,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto03.png,data\exports_qgis_auto\lidar\site03_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site03_neg_auto04,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto04.png,data\exports_qgis_auto\lidar\site03_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site03_neg_auto05,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto05.png,data\exports_qgis_auto\lidar\site03_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site03_neg_auto06,site03,neg,non_archeologique,data\exports_qgis_auto\rgb\site03_neg_auto06.png,data\exports_qgis_auto\lidar\site03_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site03_patch,site03,patch,archeologique,data\exports_qgis_auto\rgb\site03_patch.png,data\exports_qgis_auto\lidar\site03_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site03_tres_large,site03,tres_large,archeologique,data\exports_qgis_auto\rgb\site03_tres_large.png,data\exports_qgis_auto\lidar\site03_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site04_large,site04,large,archeologique,data\exports_qgis_auto\rgb\site04_large.png,data\exports_qgis_auto\lidar\site04_large_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto01,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto01.png,data\exports_qgis_auto\lidar\site04_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto02,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto02.png,data\exports_qgis_auto\lidar\site04_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto03,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto03.png,data\exports_qgis_auto\lidar\site04_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto04,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto04.png,data\exports_qgis_auto\lidar\site04_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto05,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto05.png,data\exports_qgis_auto\lidar\site04_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site04_neg_auto06,site04,neg,non_archeologique,data\exports_qgis_auto\rgb\site04_neg_auto06.png,data\exports_qgis_auto\lidar\site04_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site04_patch,site04,patch,archeologique,data\exports_qgis_auto\rgb\site04_patch.png,data\exports_qgis_auto\lidar\site04_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site04_tres_large,site04,tres_large,archeologique,data\exports_qgis_auto\rgb\site04_tres_large.png,data\exports_qgis_auto\lidar\site04_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site05_large,site05,large,archeologique,data\exports_qgis_auto\rgb\site05_large.png,data\exports_qgis_auto\lidar\site05_large_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto01,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto01.png,data\exports_qgis_auto\lidar\site05_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto02,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto02.png,data\exports_qgis_auto\lidar\site05_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto03,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto03.png,data\exports_qgis_auto\lidar\site05_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto04,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto04.png,data\exports_qgis_auto\lidar\site05_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto05,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto05.png,data\exports_qgis_auto\lidar\site05_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site05_neg_auto06,site05,neg,non_archeologique,data\exports_qgis_auto\rgb\site05_neg_auto06.png,data\exports_qgis_auto\lidar\site05_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site05_patch,site05,patch,archeologique,data\exports_qgis_auto\rgb\site05_patch.png,data\exports_qgis_auto\lidar\site05_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site05_tres_large,site05,tres_large,archeologique,data\exports_qgis_auto\rgb\site05_tres_large.png,data\exports_qgis_auto\lidar\site05_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site06_large,site06,large,archeologique,data\exports_qgis_auto\rgb\site06_large.png,data\exports_qgis_auto\lidar\site06_large_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto01,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto01.png,data\exports_qgis_auto\lidar\site06_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto02,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto02.png,data\exports_qgis_auto\lidar\site06_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto03,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto03.png,data\exports_qgis_auto\lidar\site06_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto04,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto04.png,data\exports_qgis_auto\lidar\site06_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto05,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto05.png,data\exports_qgis_auto\lidar\site06_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site06_neg_auto06,site06,neg,non_archeologique,data\exports_qgis_auto\rgb\site06_neg_auto06.png,data\exports_qgis_auto\lidar\site06_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site06_patch,site06,patch,archeologique,data\exports_qgis_auto\rgb\site06_patch.png,data\exports_qgis_auto\lidar\site06_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site06_tres_large,site06,tres_large,archeologique,data\exports_qgis_auto\rgb\site06_tres_large.png,data\exports_qgis_auto\lidar\site06_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site07_large,site07,large,archeologique,data\exports_qgis_auto\rgb\site07_large.png,data\exports_qgis_auto\lidar\site07_large_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto01,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto01.png,data\exports_qgis_auto\lidar\site07_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto02,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto02.png,data\exports_qgis_auto\lidar\site07_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto03,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto03.png,data\exports_qgis_auto\lidar\site07_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto04,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto04.png,data\exports_qgis_auto\lidar\site07_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto05,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto05.png,data\exports_qgis_auto\lidar\site07_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site07_neg_auto06,site07,neg,non_archeologique,data\exports_qgis_auto\rgb\site07_neg_auto06.png,data\exports_qgis_auto\lidar\site07_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site07_patch,site07,patch,archeologique,data\exports_qgis_auto\rgb\site07_patch.png,data\exports_qgis_auto\lidar\site07_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site07_tres_large,site07,tres_large,archeologique,data\exports_qgis_auto\rgb\site07_tres_large.png,data\exports_qgis_auto\lidar\site07_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site08_large,site08,large,archeologique,data\exports_qgis_auto\rgb\site08_large.png,data\exports_qgis_auto\lidar\site08_large_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto01,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto01.png,data\exports_qgis_auto\lidar\site08_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto02,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto02.png,data\exports_qgis_auto\lidar\site08_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto03,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto03.png,data\exports_qgis_auto\lidar\site08_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto04,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto04.png,data\exports_qgis_auto\lidar\site08_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto05,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto05.png,data\exports_qgis_auto\lidar\site08_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site08_neg_auto06,site08,neg,non_archeologique,data\exports_qgis_auto\rgb\site08_neg_auto06.png,data\exports_qgis_auto\lidar\site08_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site08_patch,site08,patch,archeologique,data\exports_qgis_auto\rgb\site08_patch.png,data\exports_qgis_auto\lidar\site08_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site08_tres_large,site08,tres_large,archeologique,data\exports_qgis_auto\rgb\site08_tres_large.png,data\exports_qgis_auto\lidar\site08_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site09_large,site09,large,archeologique,data\exports_qgis_auto\rgb\site09_large.png,data\exports_qgis_auto\lidar\site09_large_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto01,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto01.png,data\exports_qgis_auto\lidar\site09_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto02,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto02.png,data\exports_qgis_auto\lidar\site09_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto03,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto03.png,data\exports_qgis_auto\lidar\site09_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto04,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto04.png,data\exports_qgis_auto\lidar\site09_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto05,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto05.png,data\exports_qgis_auto\lidar\site09_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site09_neg_auto06,site09,neg,non_archeologique,data\exports_qgis_auto\rgb\site09_neg_auto06.png,data\exports_qgis_auto\lidar\site09_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site09_patch,site09,patch,archeologique,data\exports_qgis_auto\rgb\site09_patch.png,data\exports_qgis_auto\lidar\site09_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site09_tres_large,site09,tres_large,archeologique,data\exports_qgis_auto\rgb\site09_tres_large.png,data\exports_qgis_auto\lidar\site09_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site10_large,site10,large,archeologique,data\exports_qgis_auto\rgb\site10_large.png,data\exports_qgis_auto\lidar\site10_large_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto01,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto01.png,data\exports_qgis_auto\lidar\site10_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto02,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto02.png,data\exports_qgis_auto\lidar\site10_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto03,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto03.png,data\exports_qgis_auto\lidar\site10_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto04,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto04.png,data\exports_qgis_auto\lidar\site10_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto05,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto05.png,data\exports_qgis_auto\lidar\site10_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site10_neg_auto06,site10,neg,non_archeologique,data\exports_qgis_auto\rgb\site10_neg_auto06.png,data\exports_qgis_auto\lidar\site10_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site10_patch,site10,patch,archeologique,data\exports_qgis_auto\rgb\site10_patch.png,data\exports_qgis_auto\lidar\site10_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site10_tres_large,site10,tres_large,archeologique,data\exports_qgis_auto\rgb\site10_tres_large.png,data\exports_qgis_auto\lidar\site10_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site11_large,site11,large,archeologique,data\exports_qgis_auto\rgb\site11_large.png,data\exports_qgis_auto\lidar\site11_large_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto01,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto01.png,data\exports_qgis_auto\lidar\site11_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto02,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto02.png,data\exports_qgis_auto\lidar\site11_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto03,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto03.png,data\exports_qgis_auto\lidar\site11_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto04,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto04.png,data\exports_qgis_auto\lidar\site11_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto05,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto05.png,data\exports_qgis_auto\lidar\site11_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site11_neg_auto06,site11,neg,non_archeologique,data\exports_qgis_auto\rgb\site11_neg_auto06.png,data\exports_qgis_auto\lidar\site11_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site11_patch,site11,patch,archeologique,data\exports_qgis_auto\rgb\site11_patch.png,data\exports_qgis_auto\lidar\site11_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site11_tres_large,site11,tres_large,archeologique,data\exports_qgis_auto\rgb\site11_tres_large.png,data\exports_qgis_auto\lidar\site11_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site12_large,site12,large,archeologique,data\exports_qgis_auto\rgb\site12_large.png,data\exports_qgis_auto\lidar\site12_large_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto01,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto01.png,data\exports_qgis_auto\lidar\site12_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto02,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto02.png,data\exports_qgis_auto\lidar\site12_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto03,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto03.png,data\exports_qgis_auto\lidar\site12_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto04,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto04.png,data\exports_qgis_auto\lidar\site12_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto05,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto05.png,data\exports_qgis_auto\lidar\site12_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site12_neg_auto06,site12,neg,non_archeologique,data\exports_qgis_auto\rgb\site12_neg_auto06.png,data\exports_qgis_auto\lidar\site12_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site12_patch,site12,patch,archeologique,data\exports_qgis_auto\rgb\site12_patch.png,data\exports_qgis_auto\lidar\site12_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site12_tres_large,site12,tres_large,archeologique,data\exports_qgis_auto\rgb\site12_tres_large.png,data\exports_qgis_auto\lidar\site12_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site13_large,site13,large,archeologique,data\exports_qgis_auto\rgb\site13_large.png,data\exports_qgis_auto\lidar\site13_large_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto01,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto01.png,data\exports_qgis_auto\lidar\site13_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto02,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto02.png,data\exports_qgis_auto\lidar\site13_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto03,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto03.png,data\exports_qgis_auto\lidar\site13_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto04,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto04.png,data\exports_qgis_auto\lidar\site13_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto05,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto05.png,data\exports_qgis_auto\lidar\site13_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site13_neg_auto06,site13,neg,non_archeologique,data\exports_qgis_auto\rgb\site13_neg_auto06.png,data\exports_qgis_auto\lidar\site13_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site13_patch,site13,patch,archeologique,data\exports_qgis_auto\rgb\site13_patch.png,data\exports_qgis_auto\lidar\site13_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site13_tres_large,site13,tres_large,archeologique,data\exports_qgis_auto\rgb\site13_tres_large.png,data\exports_qgis_auto\lidar\site13_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site14_large,site14,large,archeologique,data\exports_qgis_auto\rgb\site14_large.png,data\exports_qgis_auto\lidar\site14_large_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto01,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto01.png,data\exports_qgis_auto\lidar\site14_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto02,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto02.png,data\exports_qgis_auto\lidar\site14_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto03,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto03.png,data\exports_qgis_auto\lidar\site14_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto04,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto04.png,data\exports_qgis_auto\lidar\site14_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto05,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto05.png,data\exports_qgis_auto\lidar\site14_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site14_neg_auto06,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto06.png,data\exports_qgis_auto\lidar\site14_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site14_patch,site14,patch,archeologique,data\exports_qgis_auto\rgb\site14_patch.png,data\exports_qgis_auto\lidar\site14_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site14_tres_large,site14,tres_large,archeologique,data\exports_qgis_auto\rgb\site14_tres_large.png,data\exports_qgis_auto\lidar\site14_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
site15_large,site15,large,archeologique,data\exports_qgis_auto\rgb\site15_large.png,data\exports_qgis_auto\lidar\site15_large_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto01,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto01.png,data\exports_qgis_auto\lidar\site15_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto02,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto02.png,data\exports_qgis_auto\lidar\site15_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto03,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto03.png,data\exports_qgis_auto\lidar\site15_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto04,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto04.png,data\exports_qgis_auto\lidar\site15_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto05,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto05.png,data\exports_qgis_auto\lidar\site15_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
site15_neg_auto06,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto06.png,data\exports_qgis_auto\lidar\site15_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
site15_patch,site15,patch,archeologique,data\exports_qgis_auto\rgb\site15_patch.png,data\exports_qgis_auto\lidar\site15_patch_lidar.png,3507,2480,3507,2480,True,True,ok
site15_tres_large,site15,tres_large,archeologique,data\exports_qgis_auto\rgb\site15_tres_large.png,data\exports_qgis_auto\lidar\site15_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
