source,modality,image_id,image_path,mask_path,image_width,image_height,mask_width,mask_height,status
exports_qgis,rgb,site02_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_neg06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_neg06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_neg07,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_neg07.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_neg07_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site02_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_tres_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_neg06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_neg06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site03_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_tres_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_neg06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_neg06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site04_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_tres_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site05_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_tres_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_neg06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_neg06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site06_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_tres_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site07_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_large_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site08_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg01_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg02_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg03_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg04_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg05_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_neg06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_neg06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_neg06_masque.png,3507,2480,3507,2480,ok
exports_qgis,rgb,site09_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch01_masque.png,3507,2480,3507,2480,ok
