source,modality,image_id,image_path,mask_path,width,height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_ratio,changed_ratio,touches_edge,status
exports_qgis,rgb,site02_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch03_masque.png,3507,2480,752,0,2951,2479,0.626779,0.004906,True,bbox_touches_edge
exports_qgis,rgb,site02_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch04_masque.png,3507,2480,951,715,2201,2479,0.253525,0.004621,True,bbox_touches_edge
exports_qgis,rgb,site02_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_tres_large_masque.png,3507,2480,1651,411,2022,1395,0.041974,0.002182,False,ok
exports_qgis,rgb,site03_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_large_masque.png,3507,2480,768,207,2747,2272,0.469871,0.007269,False,ok
exports_qgis,rgb,site03_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch01_masque.png,3507,2480,1032,679,3403,2479,0.490701,0.005603,True,bbox_touches_edge
exports_qgis,rgb,site03_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch03_masque.png,3507,2480,0,0,2484,2479,0.708012,0.004035,True,bbox_touches_edge
exports_qgis,rgb,site03_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch04_masque.png,3507,2480,453,0,2599,1381,0.340750,0.005411,True,bbox_touches_edge
exports_qgis,rgb,site03_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_tres_large_masque.png,3507,2480,1079,452,2345,1719,0.184426,0.002696,False,ok
exports_qgis,rgb,site04_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_large_masque.png,3507,2480,296,490,3223,1981,0.501780,0.008046,False,ok
exports_qgis,rgb,site04_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch01_masque.png,3507,2480,89,0,3507,2479,0.974229,0.004695,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch02_masque.png,3507,2480,423,414,3507,1663,0.442883,0.005001,True,bbox_touches_edge
exports_qgis,rgb,site04_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch03_masque.png,3507,2480,351,285,3227,1750,0.484439,0.007904,False,ok
exports_qgis,rgb,site04_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch04_masque.png,3507,2480,0,344,3507,2474,0.858871,0.003898,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch05_masque.png,3507,2480,0,830,1802,2477,0.341241,0.004158,True,bbox_touches_edge
exports_qgis,rgb,site04_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch06_masque.png,3507,2480,0,0,2968,2072,0.707076,0.003592,True,bbox_touches_edge
exports_qgis,rgb,site04_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_tres_large_masque.png,3507,2480,250,115,2409,1653,0.381787,0.004202,False,ok
exports_qgis,rgb,site05_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_large_masque.png,3507,2480,508,199,3013,2302,0.605703,0.008082,False,ok
exports_qgis,rgb,site05_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch01_masque.png,3507,2480,1213,433,3507,2479,0.539649,0.005908,True,bbox_touches_edge
exports_qgis,rgb,site05_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.007080,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch03_masque.png,3507,2480,0,0,2478,2327,0.662995,0.006076,True,bbox_touches_edge
exports_qgis,rgb,site05_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch04_masque.png,3507,2480,336,0,3507,1886,0.687623,0.006240,True,bbox_touches_edge
exports_qgis,rgb,site05_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch05_masque.png,3507,2480,0,646,2138,2479,0.450591,0.003782,True,bbox_touches_edge
exports_qgis,rgb,site05_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch06_masque.png,3507,2480,0,0,2153,1737,0.429988,0.003824,True,bbox_touches_edge
exports_qgis,rgb,site05_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_tres_large_masque.png,3507,2480,1032,556,2289,1612,0.152620,0.004077,False,ok
exports_qgis,rgb,site06_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_large_masque.png,3507,2480,301,352,3232,2096,0.587726,0.008892,False,ok
exports_qgis,rgb,site06_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch01_masque.png,3507,2480,1115,15,3507,2246,0.613583,0.006808,True,bbox_touches_edge
exports_qgis,rgb,site06_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch02_masque.png,3507,2480,444,21,3507,1925,0.670543,0.009027,True,bbox_touches_edge
exports_qgis,rgb,site06_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch03_masque.png,3507,2480,0,544,2325,2037,0.399112,0.006509,True,bbox_touches_edge
exports_qgis,rgb,site06_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_tres_large_masque.png,3507,2480,1445,75,3383,2476,0.535006,0.002905,True,bbox_touches_edge
exports_qgis,rgb,site07_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_large_masque.png,3507,2480,881,192,2636,2288,0.422942,0.005706,False,ok
exports_qgis,rgb,site07_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch01_masque.png,3507,2480,422,203,3104,2479,0.701849,0.006123,True,bbox_touches_edge
exports_qgis,rgb,site07_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch02_masque.png,3507,2480,0,0,2707,2278,0.709014,0.006246,True,bbox_touches_edge
exports_qgis,rgb,site07_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch03_masque.png,3507,2480,448,180,2268,2358,0.455766,0.005928,False,ok
exports_qgis,rgb,site07_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch04_masque.png,3507,2480,853,97,3507,2479,0.726867,0.005582,True,bbox_touches_edge
exports_qgis,rgb,site08_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_large_masque.png,3507,2480,311,361,2640,2265,0.509858,0.006803,False,ok
exports_qgis,rgb,site08_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch01_masque.png,3507,2480,699,0,3507,2277,0.735144,0.007118,True,bbox_touches_edge
exports_qgis,rgb,site08_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch02_masque.png,3507,2480,0,284,2501,2479,0.631191,0.005191,True,bbox_touches_edge
exports_qgis,rgb,site08_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch03_masque.png,3507,2480,529,0,3439,2306,0.771551,0.007920,True,bbox_touches_edge
exports_qgis,rgb,site08_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch04_masque.png,3507,2480,0,180,2225,2479,0.588141,0.004312,True,bbox_touches_edge
exports_qgis,rgb,site09_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch01_masque.png,3507,2480,,,,,0.000000,0.000000,False,no_detected_mask
exports_qgis,rgb,site09_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch02_masque.png,3507,2480,6,188,2648,2479,0.695938,0.003980,True,bbox_touches_edge
exports_qgis,rgb,site09_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch03_masque.png,3507,2480,769,0,3507,2479,0.780409,0.003625,True,bbox_touches_edge
exports_qgis,rgb,site09_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch04_masque.png,3507,2480,328,0,3492,2244,0.816342,0.002619,True,bbox_touches_edge
exports_qgis,rgb,site10_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_large_masque.png,3507,2480,714,199,2799,2336,0.512299,0.004828,False,ok
exports_qgis,rgb,site10_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch01_masque.png,3507,2480,0,6,2381,2462,0.672358,0.005458,True,bbox_touches_edge
exports_qgis,rgb,site10_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch02_masque.png,3507,2480,949,106,3306,2479,0.643087,0.005139,True,bbox_touches_edge
exports_qgis,rgb,site10_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch03_masque.png,3507,2480,338,0,3108,2479,0.789530,0.002567,True,bbox_touches_edge
exports_qgis,rgb,site10_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch04_masque.png,3507,2480,1666,378,3322,2075,0.323113,0.003845,False,ok
exports_qgis,rgb,site11_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_large_masque.png,3507,2480,287,273,3216,2189,0.645249,0.006036,False,ok
exports_qgis,rgb,site11_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch01_masque.png,3507,2480,0,0,3302,2210,0.839039,0.006584,True,bbox_touches_edge
exports_qgis,rgb,site11_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch02_masque.png,3507,2480,0,15,3041,2294,0.796844,0.006171,True,bbox_touches_edge
exports_qgis,rgb,site11_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch03_masque.png,3507,2480,293,0,3507,2424,0.895759,0.006188,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch04_masque.png,3507,2480,0,24,2502,2426,0.690992,0.004915,True,bbox_touches_edge
exports_qgis,rgb,site11_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch05_masque.png,3507,2480,1016,0,3507,2152,0.616352,0.003444,True,bbox_touches_edge
exports_qgis,rgb,site12_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_large_masque.png,3507,2480,967,191,2554,2272,0.379718,0.007327,False,ok
exports_qgis,rgb,site12_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch01_masque.png,3507,2480,273,643,3437,2479,0.667916,0.006760,True,bbox_touches_edge
exports_qgis,rgb,site12_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch02_masque.png,3507,2480,852,0,2984,2311,0.566500,0.006663,True,bbox_touches_edge
exports_qgis,rgb,site12_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch03_masque.png,3507,2480,66,0,3390,2460,0.940175,0.007313,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch04_masque.png,3507,2480,312,0,3461,2479,0.897556,0.003073,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch05_masque.png,3507,2480,937,166,2545,2275,0.389920,0.007421,False,ok
exports_qgis,rgb,site13_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_large_masque.png,3507,2480,1078,155,2394,2362,0.333942,0.005879,False,ok
exports_qgis,rgb,site13_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_patch01_masque.png,3507,2480,457,130,3507,2468,0.819892,0.005536,True,bbox_touches_edge
exports_qgis,rgb,site13_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_patch02_masque.png,3507,2480,999,0,2502,2318,0.400576,0.005915,True,bbox_touches_edge
exports_qgis,rgb,site14_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_large_masque.png,3507,2480,874,190,2648,2297,0.429765,0.007313,False,ok
exports_qgis,rgb,site14_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch01_masque.png,3507,2480,849,0,3048,2310,0.584050,0.006762,True,bbox_touches_edge
exports_qgis,rgb,site14_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch02_masque.png,3507,2480,26,0,3507,2479,0.992186,0.009133,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch03_masque.png,3507,2480,0,405,3321,2479,0.791936,0.007863,True,bbox_touches_edge
exports_qgis,rgb,site14_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch04_masque.png,3507,2480,98,0,926,2479,0.236004,0.003728,True,bbox_touches_edge
exports_qgis,rgb,site14_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch05_masque.png,3507,2480,422,0,3036,2479,0.745066,0.008469,True,bbox_touches_edge
exports_qgis,rgb,site15_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch01_masque.png,3507,2480,1387,291,2251,2224,0.192025,0.003372,False,ok
exports_qgis,rgb,site15_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch02_masque.png,3507,2480,1520,0,2537,2261,0.264383,0.003922,True,bbox_touches_edge
exports_qgis,rgb,site15_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch03_masque.png,3507,2480,453,0,2723,1770,0.461968,0.003797,True,bbox_touches_edge
exports_qgis_auto,rgb,site01_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site01_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site01_large_masque.png,3507,2480,18,11,3457,2227,0.876223,0.003616,True,bbox_too_large;bbox_touches_edge
exports_qgis_auto,rgb,site01_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site01_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site01_patch_masque.png,3507,2480,561,5,3507,2324,0.785500,0.006194,True,bbox_touches_edge
exports_qgis_auto,rgb,site01_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site01_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site01_tres_large_masque.png,3507,2480,130,54,3362,2463,0.895201,0.002233,True,bbox_too_large;bbox_touches_edge
exports_qgis_auto,rgb,site02_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site02_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site02_large_masque.png,3507,2480,1028,2,2004,1908,0.213887,0.002962,True,bbox_touches_edge
exports_qgis_auto,rgb,site02_patch,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site02_patch.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site02_patch_masque.png,3507,2480,1368,201,2141,2277,0.184510,0.004627,False,ok
exports_qgis_auto,rgb,site02_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site02_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site02_tres_large_masque.png,3507,2480,1281,174,2003,1676,0.124687,0.001919,False,ok
