sample_uid,dataset_source,patch_id,site_id,patch_type,true_label,predicted_label,probability_archeologique,confidence,error_type,rgb_path,lidar_path
exports_qgis:site03_neg01,exports_qgis,site03_neg01,site03,neg,non_archeologique,non_archeologique,0.001009,0.998991,correct,data\exports_qgis\rgb\site03_neg01.png,data\exports_qgis\lidar\site03_neg01_lidar.png
exports_qgis:site03_neg02,exports_qgis,site03_neg02,site03,neg,non_archeologique,non_archeologique,0.000223,0.999777,correct,data\exports_qgis\rgb\site03_neg02.png,data\exports_qgis\lidar\site03_neg02_lidar.png
exports_qgis:site03_neg03,exports_qgis,site03_neg03,site03,neg,non_archeologique,non_archeologique,0.028189,0.971811,correct,data\exports_qgis\rgb\site03_neg03.png,data\exports_qgis\lidar\site03_neg03_lidar.png
exports_qgis:site03_neg04,exports_qgis,site03_neg04,site03,neg,non_archeologique,non_archeologique,0.000603,0.999397,correct,data\exports_qgis\rgb\site03_neg04.png,data\exports_qgis\lidar\site03_neg04_lidar.png
exports_qgis:site03_neg05,exports_qgis,site03_neg05,site03,neg,non_archeologique,non_archeologique,0.000116,0.999884,correct,data\exports_qgis\rgb\site03_neg05.png,data\exports_qgis\lidar\site03_neg05_lidar.png
exports_qgis:site03_neg06,exports_qgis,site03_neg06,site03,neg,non_archeologique,non_archeologique,0.000001,0.999999,correct,data\exports_qgis\rgb\site03_neg06.png,data\exports_qgis\lidar\site03_neg06_lidar.png
exports_qgis:site03_patch01,exports_qgis,site03_patch01,site03,patch,archeologique,archeologique,0.999435,0.999435,correct,data\exports_qgis\rgb\site03_patch01.png,data\exports_qgis\lidar\site03_patch01_lidar.png
exports_qgis:site03_patch03,exports_qgis,site03_patch03,site03,patch,archeologique,archeologique,0.968056,0.968056,correct,data\exports_qgis\rgb\site03_patch03.png,data\exports_qgis\lidar\site03_patch03_lidar.png
exports_qgis:site03_patch04,exports_qgis,site03_patch04,site03,patch,archeologique,non_archeologique,0.000505,0.999495,false_negative,data\exports_qgis\rgb\site03_patch04.png,data\exports_qgis\lidar\site03_patch04_lidar.png
exports_qgis:site04_large,exports_qgis,site04_large,site04,large,archeologique,archeologique,0.970660,0.970660,correct,data\exports_qgis\rgb\site04_large.png,data\exports_qgis\lidar\site04_large_lidar.png
exports_qgis:site04_neg01,exports_qgis,site04_neg01,site04,neg,non_archeologique,non_archeologique,0.078578,0.921422,correct,data\exports_qgis\rgb\site04_neg01.png,data\exports_qgis\lidar\site04_neg01_lidar.png
exports_qgis:site04_neg02,exports_qgis,site04_neg02,site04,neg,non_archeologique,non_archeologique,0.001994,0.998006,correct,data\exports_qgis\rgb\site04_neg02.png,data\exports_qgis\lidar\site04_neg02_lidar.png
exports_qgis:site04_neg03,exports_qgis,site04_neg03,site04,neg,non_archeologique,non_archeologique,0.012103,0.987897,correct,data\exports_qgis\rgb\site04_neg03.png,data\exports_qgis\lidar\site04_neg03_lidar.png
exports_qgis:site04_neg04,exports_qgis,site04_neg04,site04,neg,non_archeologique,non_archeologique,0.298059,0.701941,correct,data\exports_qgis\rgb\site04_neg04.png,data\exports_qgis\lidar\site04_neg04_lidar.png
exports_qgis:site04_neg05,exports_qgis,site04_neg05,site04,neg,non_archeologique,non_archeologique,0.184987,0.815013,correct,data\exports_qgis\rgb\site04_neg05.png,data\exports_qgis\lidar\site04_neg05_lidar.png
exports_qgis:site04_neg06,exports_qgis,site04_neg06,site04,neg,non_archeologique,archeologique,0.757927,0.757927,false_positive,data\exports_qgis\rgb\site04_neg06.png,data\exports_qgis\lidar\site04_neg06_lidar.png
exports_qgis:site04_patch01,exports_qgis,site04_patch01,site04,patch,archeologique,archeologique,0.999999,0.999999,correct,data\exports_qgis\rgb\site04_patch01.png,data\exports_qgis\lidar\site04_patch01_lidar.png
exports_qgis:site04_patch02,exports_qgis,site04_patch02,site04,patch,archeologique,non_archeologique,0.032216,0.967784,false_negative,data\exports_qgis\rgb\site04_patch02.png,data\exports_qgis\lidar\site04_patch02_lidar.png
exports_qgis:site04_patch03,exports_qgis,site04_patch03,site04,patch,archeologique,archeologique,0.897894,0.897894,correct,data\exports_qgis\rgb\site04_patch03.png,data\exports_qgis\lidar\site04_patch03_lidar.png
exports_qgis:site04_patch04,exports_qgis,site04_patch04,site04,patch,archeologique,archeologique,0.985254,0.985254,correct,data\exports_qgis\rgb\site04_patch04.png,data\exports_qgis\lidar\site04_patch04_lidar.png
exports_qgis:site04_patch05,exports_qgis,site04_patch05,site04,patch,archeologique,archeologique,0.934301,0.934301,correct,data\exports_qgis\rgb\site04_patch05.png,data\exports_qgis\lidar\site04_patch05_lidar.png
exports_qgis:site04_patch06,exports_qgis,site04_patch06,site04,patch,archeologique,non_archeologique,0.118506,0.881494,false_negative,data\exports_qgis\rgb\site04_patch06.png,data\exports_qgis\lidar\site04_patch06_lidar.png
exports_qgis:site05_large,exports_qgis,site05_large,site05,large,archeologique,archeologique,0.798693,0.798693,correct,data\exports_qgis\rgb\site05_large.png,data\exports_qgis\lidar\site05_large_lidar.png
exports_qgis:site05_neg01,exports_qgis,site05_neg01,site05,neg,non_archeologique,non_archeologique,0.031048,0.968952,correct,data\exports_qgis\rgb\site05_neg01.png,data\exports_qgis\lidar\site05_neg01_lidar.png
exports_qgis:site05_neg02,exports_qgis,site05_neg02,site05,neg,non_archeologique,non_archeologique,0.403598,0.596402,correct,data\exports_qgis\rgb\site05_neg02.png,data\exports_qgis\lidar\site05_neg02_lidar.png
exports_qgis:site05_neg03,exports_qgis,site05_neg03,site05,neg,non_archeologique,non_archeologique,0.001475,0.998525,correct,data\exports_qgis\rgb\site05_neg03.png,data\exports_qgis\lidar\site05_neg03_lidar.png
exports_qgis:site05_neg04,exports_qgis,site05_neg04,site05,neg,non_archeologique,non_archeologique,0.011577,0.988423,correct,data\exports_qgis\rgb\site05_neg04.png,data\exports_qgis\lidar\site05_neg04_lidar.png
exports_qgis:site05_neg05,exports_qgis,site05_neg05,site05,neg,non_archeologique,non_archeologique,0.000793,0.999207,correct,data\exports_qgis\rgb\site05_neg05.png,data\exports_qgis\lidar\site05_neg05_lidar.png
exports_qgis:site05_patch01,exports_qgis,site05_patch01,site05,patch,archeologique,archeologique,0.934110,0.934110,correct,data\exports_qgis\rgb\site05_patch01.png,data\exports_qgis\lidar\site05_patch01_lidar.png
exports_qgis:site05_patch02,exports_qgis,site05_patch02,site05,patch,archeologique,archeologique,0.910492,0.910492,correct,data\exports_qgis\rgb\site05_patch02.png,data\exports_qgis\lidar\site05_patch02_lidar.png
exports_qgis:site05_patch03,exports_qgis,site05_patch03,site05,patch,archeologique,archeologique,0.990568,0.990568,correct,data\exports_qgis\rgb\site05_patch03.png,data\exports_qgis\lidar\site05_patch03_lidar.png
exports_qgis:site05_patch04,exports_qgis,site05_patch04,site05,patch,archeologique,archeologique,0.857112,0.857112,correct,data\exports_qgis\rgb\site05_patch04.png,data\exports_qgis\lidar\site05_patch04_lidar.png
exports_qgis:site05_patch05,exports_qgis,site05_patch05,site05,patch,archeologique,archeologique,0.591576,0.591576,correct,data\exports_qgis\rgb\site05_patch05.png,data\exports_qgis\lidar\site05_patch05_lidar.png
exports_qgis:site05_patch06,exports_qgis,site05_patch06,site05,patch,archeologique,archeologique,0.932059,0.932059,correct,data\exports_qgis\rgb\site05_patch06.png,data\exports_qgis\lidar\site05_patch06_lidar.png
exports_qgis:site06_large,exports_qgis,site06_large,site06,large,archeologique,non_archeologique,0.012574,0.987426,false_negative,data\exports_qgis\rgb\site06_large.png,data\exports_qgis\lidar\site06_large_lidar.png
exports_qgis:site06_neg01,exports_qgis,site06_neg01,site06,neg,non_archeologique,non_archeologique,0.000784,0.999216,correct,data\exports_qgis\rgb\site06_neg01.png,data\exports_qgis\lidar\site06_neg01_lidar.png
exports_qgis:site06_neg02,exports_qgis,site06_neg02,site06,neg,non_archeologique,non_archeologique,0.069423,0.930577,correct,data\exports_qgis\rgb\site06_neg02.png,data\exports_qgis\lidar\site06_neg02_lidar.png
exports_qgis:site06_neg03,exports_qgis,site06_neg03,site06,neg,non_archeologique,non_archeologique,0.036475,0.963525,correct,data\exports_qgis\rgb\site06_neg03.png,data\exports_qgis\lidar\site06_neg03_lidar.png
exports_qgis:site06_neg04,exports_qgis,site06_neg04,site06,neg,non_archeologique,non_archeologique,0.000072,0.999928,correct,data\exports_qgis\rgb\site06_neg04.png,data\exports_qgis\lidar\site06_neg04_lidar.png
exports_qgis:site06_neg05,exports_qgis,site06_neg05,site06,neg,non_archeologique,non_archeologique,0.014129,0.985871,correct,data\exports_qgis\rgb\site06_neg05.png,data\exports_qgis\lidar\site06_neg05_lidar.png
exports_qgis:site06_neg06,exports_qgis,site06_neg06,site06,neg,non_archeologique,non_archeologique,0.000226,0.999774,correct,data\exports_qgis\rgb\site06_neg06.png,data\exports_qgis\lidar\site06_neg06_lidar.png
exports_qgis:site06_patch01,exports_qgis,site06_patch01,site06,patch,archeologique,archeologique,0.969505,0.969505,correct,data\exports_qgis\rgb\site06_patch01.png,data\exports_qgis\lidar\site06_patch01_lidar.png
exports_qgis:site06_patch02,exports_qgis,site06_patch02,site06,patch,archeologique,non_archeologique,0.104096,0.895904,false_negative,data\exports_qgis\rgb\site06_patch02.png,data\exports_qgis\lidar\site06_patch02_lidar.png
exports_qgis:site06_patch03,exports_qgis,site06_patch03,site06,patch,archeologique,archeologique,0.763761,0.763761,correct,data\exports_qgis\rgb\site06_patch03.png,data\exports_qgis\lidar\site06_patch03_lidar.png
exports_qgis:site07_large,exports_qgis,site07_large,site07,large,archeologique,archeologique,0.999595,0.999595,correct,data\exports_qgis\rgb\site07_large.png,data\exports_qgis\lidar\site07_large_lidar.png
exports_qgis:site07_neg01,exports_qgis,site07_neg01,site07,neg,non_archeologique,non_archeologique,0.046180,0.953820,correct,data\exports_qgis\rgb\site07_neg01.png,data\exports_qgis\lidar\site07_neg01_lidar.png
exports_qgis:site07_neg02,exports_qgis,site07_neg02,site07,neg,non_archeologique,non_archeologique,0.069727,0.930273,correct,data\exports_qgis\rgb\site07_neg02.png,data\exports_qgis\lidar\site07_neg02_lidar.png
exports_qgis:site07_neg03,exports_qgis,site07_neg03,site07,neg,non_archeologique,non_archeologique,0.022544,0.977456,correct,data\exports_qgis\rgb\site07_neg03.png,data\exports_qgis\lidar\site07_neg03_lidar.png
exports_qgis:site07_neg04,exports_qgis,site07_neg04,site07,neg,non_archeologique,non_archeologique,0.007523,0.992477,correct,data\exports_qgis\rgb\site07_neg04.png,data\exports_qgis\lidar\site07_neg04_lidar.png
exports_qgis:site07_neg05,exports_qgis,site07_neg05,site07,neg,non_archeologique,non_archeologique,0.101391,0.898609,correct,data\exports_qgis\rgb\site07_neg05.png,data\exports_qgis\lidar\site07_neg05_lidar.png
exports_qgis:site07_patch01,exports_qgis,site07_patch01,site07,patch,archeologique,archeologique,0.985974,0.985974,correct,data\exports_qgis\rgb\site07_patch01.png,data\exports_qgis\lidar\site07_patch01_lidar.png
exports_qgis:site07_patch02,exports_qgis,site07_patch02,site07,patch,archeologique,non_archeologique,0.064694,0.935306,false_negative,data\exports_qgis\rgb\site07_patch02.png,data\exports_qgis\lidar\site07_patch02_lidar.png
exports_qgis:site07_patch03,exports_qgis,site07_patch03,site07,patch,archeologique,archeologique,0.994624,0.994624,correct,data\exports_qgis\rgb\site07_patch03.png,data\exports_qgis\lidar\site07_patch03_lidar.png
exports_qgis:site07_patch04,exports_qgis,site07_patch04,site07,patch,archeologique,archeologique,0.837150,0.837150,correct,data\exports_qgis\rgb\site07_patch04.png,data\exports_qgis\lidar\site07_patch04_lidar.png
exports_qgis:site08_large,exports_qgis,site08_large,site08,large,archeologique,non_archeologique,0.225471,0.774529,false_negative,data\exports_qgis\rgb\site08_large.png,data\exports_qgis\lidar\site08_large_lidar.png
exports_qgis:site08_neg01,exports_qgis,site08_neg01,site08,neg,non_archeologique,non_archeologique,0.156206,0.843794,correct,data\exports_qgis\rgb\site08_neg01.png,data\exports_qgis\lidar\site08_neg01_lidar.png
exports_qgis:site08_neg02,exports_qgis,site08_neg02,site08,neg,non_archeologique,non_archeologique,0.138746,0.861254,correct,data\exports_qgis\rgb\site08_neg02.png,data\exports_qgis\lidar\site08_neg02_lidar.png
exports_qgis:site08_neg03,exports_qgis,site08_neg03,site08,neg,non_archeologique,non_archeologique,0.000097,0.999903,correct,data\exports_qgis\rgb\site08_neg03.png,data\exports_qgis\lidar\site08_neg03_lidar.png
exports_qgis:site08_neg04,exports_qgis,site08_neg04,site08,neg,non_archeologique,non_archeologique,0.008535,0.991465,correct,data\exports_qgis\rgb\site08_neg04.png,data\exports_qgis\lidar\site08_neg04_lidar.png
exports_qgis:site08_neg05,exports_qgis,site08_neg05,site08,neg,non_archeologique,archeologique,0.763523,0.763523,false_positive,data\exports_qgis\rgb\site08_neg05.png,data\exports_qgis\lidar\site08_neg05_lidar.png
exports_qgis:site08_patch01,exports_qgis,site08_patch01,site08,patch,archeologique,non_archeologique,0.261492,0.738508,false_negative,data\exports_qgis\rgb\site08_patch01.png,data\exports_qgis\lidar\site08_patch01_lidar.png
exports_qgis:site08_patch02,exports_qgis,site08_patch02,site08,patch,archeologique,archeologique,0.842592,0.842592,correct,data\exports_qgis\rgb\site08_patch02.png,data\exports_qgis\lidar\site08_patch02_lidar.png
exports_qgis:site08_patch03,exports_qgis,site08_patch03,site08,patch,archeologique,archeologique,0.770091,0.770091,correct,data\exports_qgis\rgb\site08_patch03.png,data\exports_qgis\lidar\site08_patch03_lidar.png
exports_qgis:site08_patch04,exports_qgis,site08_patch04,site08,patch,archeologique,non_archeologique,0.100387,0.899613,false_negative,data\exports_qgis\rgb\site08_patch04.png,data\exports_qgis\lidar\site08_patch04_lidar.png
exports_qgis:site09_neg01,exports_qgis,site09_neg01,site09,neg,non_archeologique,non_archeologique,0.072923,0.927077,correct,data\exports_qgis\rgb\site09_neg01.png,data\exports_qgis\lidar\site09_neg01_lidar.png
exports_qgis:site09_neg02,exports_qgis,site09_neg02,site09,neg,non_archeologique,non_archeologique,0.250796,0.749204,correct,data\exports_qgis\rgb\site09_neg02.png,data\exports_qgis\lidar\site09_neg02_lidar.png
exports_qgis:site09_neg03,exports_qgis,site09_neg03,site09,neg,non_archeologique,non_archeologique,0.494740,0.505260,correct,data\exports_qgis\rgb\site09_neg03.png,data\exports_qgis\lidar\site09_neg03_lidar.png
exports_qgis:site09_neg04,exports_qgis,site09_neg04,site09,neg,non_archeologique,non_archeologique,0.019040,0.980960,correct,data\exports_qgis\rgb\site09_neg04.png,data\exports_qgis\lidar\site09_neg04_lidar.png
exports_qgis:site09_neg05,exports_qgis,site09_neg05,site09,neg,non_archeologique,non_archeologique,0.017295,0.982705,correct,data\exports_qgis\rgb\site09_neg05.png,data\exports_qgis\lidar\site09_neg05_lidar.png
exports_qgis:site09_neg06,exports_qgis,site09_neg06,site09,neg,non_archeologique,archeologique,0.968210,0.968210,false_positive,data\exports_qgis\rgb\site09_neg06.png,data\exports_qgis\lidar\site09_neg06_lidar.png
exports_qgis:site09_patch01,exports_qgis,site09_patch01,site09,patch,archeologique,non_archeologique,0.344319,0.655681,false_negative,data\exports_qgis\rgb\site09_patch01.png,data\exports_qgis\lidar\site09_patch01_lidar.png
exports_qgis:site09_patch02,exports_qgis,site09_patch02,site09,patch,archeologique,non_archeologique,0.000002,0.999998,false_negative,data\exports_qgis\rgb\site09_patch02.png,data\exports_qgis\lidar\site09_patch02_lidar.png
exports_qgis:site09_patch03,exports_qgis,site09_patch03,site09,patch,archeologique,non_archeologique,0.012260,0.987740,false_negative,data\exports_qgis\rgb\site09_patch03.png,data\exports_qgis\lidar\site09_patch03_lidar.png
exports_qgis:site09_patch04,exports_qgis,site09_patch04,site09,patch,archeologique,non_archeologique,0.003824,0.996176,false_negative,data\exports_qgis\rgb\site09_patch04.png,data\exports_qgis\lidar\site09_patch04_lidar.png
exports_qgis:site10_large,exports_qgis,site10_large,site10,large,archeologique,archeologique,0.999579,0.999579,correct,data\exports_qgis\rgb\site10_large.png,data\exports_qgis\lidar\site10_large_lidar.png
exports_qgis:site10_neg01,exports_qgis,site10_neg01,site10,neg,non_archeologique,non_archeologique,0.038333,0.961667,correct,data\exports_qgis\rgb\site10_neg01.png,data\exports_qgis\lidar\site10_neg01_lidar.png
exports_qgis:site10_neg02,exports_qgis,site10_neg02,site10,neg,non_archeologique,non_archeologique,0.109334,0.890666,correct,data\exports_qgis\rgb\site10_neg02.png,data\exports_qgis\lidar\site10_neg02_lidar.png
exports_qgis:site10_negO3,exports_qgis,site10_negO3,site10,neg,non_archeologique,non_archeologique,0.253458,0.746542,correct,data\exports_qgis\rgb\site10_negO3.png,data\exports_qgis\lidar\site10_negO3_lidar.png
exports_qgis:site10_negO4,exports_qgis,site10_negO4,site10,neg,non_archeologique,non_archeologique,0.000040,0.999960,correct,data\exports_qgis\rgb\site10_negO4.png,data\exports_qgis\lidar\site10_negO4_lidar.png
exports_qgis:site10_negO5,exports_qgis,site10_negO5,site10,neg,non_archeologique,non_archeologique,0.000520,0.999480,correct,data\exports_qgis\rgb\site10_negO5.png,data\exports_qgis\lidar\site10_negO5_lidar.png
exports_qgis:site10_patch01,exports_qgis,site10_patch01,site10,patch,archeologique,archeologique,0.999982,0.999982,correct,data\exports_qgis\rgb\site10_patch01.png,data\exports_qgis\lidar\site10_patch01_lidar.png
exports_qgis:site10_patch02,exports_qgis,site10_patch02,site10,patch,archeologique,archeologique,0.999937,0.999937,correct,data\exports_qgis\rgb\site10_patch02.png,data\exports_qgis\lidar\site10_patch02_lidar.png
exports_qgis:site10_patch03,exports_qgis,site10_patch03,site10,patch,archeologique,archeologique,0.999998,0.999998,correct,data\exports_qgis\rgb\site10_patch03.png,data\exports_qgis\lidar\site10_patch03_lidar.png
exports_qgis:site10_patch04,exports_qgis,site10_patch04,site10,patch,archeologique,archeologique,0.993549,0.993549,correct,data\exports_qgis\rgb\site10_patch04.png,data\exports_qgis\lidar\site10_patch04_lidar.png
exports_qgis:site11_large,exports_qgis,site11_large,site11,large,archeologique,archeologique,0.998473,0.998473,correct,data\exports_qgis\rgb\site11_large.png,data\exports_qgis\lidar\site11_large_lidar.png
exports_qgis:site11_neg01,exports_qgis,site11_neg01,site11,neg,non_archeologique,non_archeologique,0.454638,0.545362,correct,data\exports_qgis\rgb\site11_neg01.png,data\exports_qgis\lidar\site11_neg01_lidar.png
exports_qgis:site11_neg02,exports_qgis,site11_neg02,site11,neg,non_archeologique,non_archeologique,0.011520,0.988480,correct,data\exports_qgis\rgb\site11_neg02.png,data\exports_qgis\lidar\site11_neg02_lidar.png
exports_qgis:site11_neg03,exports_qgis,site11_neg03,site11,neg,non_archeologique,non_archeologique,0.042770,0.957230,correct,data\exports_qgis\rgb\site11_neg03.png,data\exports_qgis\lidar\site11_neg03_lidar.png
exports_qgis:site11_neg04,exports_qgis,site11_neg04,site11,neg,non_archeologique,non_archeologique,0.050539,0.949461,correct,data\exports_qgis\rgb\site11_neg04.png,data\exports_qgis\lidar\site11_neg04_lidar.png
exports_qgis:site11_neg05,exports_qgis,site11_neg05,site11,neg,non_archeologique,non_archeologique,0.041686,0.958314,correct,data\exports_qgis\rgb\site11_neg05.png,data\exports_qgis\lidar\site11_neg05_lidar.png
exports_qgis:site11_neg06,exports_qgis,site11_neg06,site11,neg,non_archeologique,non_archeologique,0.003915,0.996085,correct,data\exports_qgis\rgb\site11_neg06.png,data\exports_qgis\lidar\site11_neg06_lidar.png
exports_qgis:site11_patch01,exports_qgis,site11_patch01,site11,patch,archeologique,archeologique,0.998945,0.998945,correct,data\exports_qgis\rgb\site11_patch01.png,data\exports_qgis\lidar\site11_patch01_lidar.png
exports_qgis:site11_patch02,exports_qgis,site11_patch02,site11,patch,archeologique,archeologique,0.695042,0.695042,correct,data\exports_qgis\rgb\site11_patch02.png,data\exports_qgis\lidar\site11_patch02_lidar.png
exports_qgis:site11_patch03,exports_qgis,site11_patch03,site11,patch,archeologique,archeologique,0.963275,0.963275,correct,data\exports_qgis\rgb\site11_patch03.png,data\exports_qgis\lidar\site11_patch03_lidar.png
exports_qgis:site11_patch04,exports_qgis,site11_patch04,site11,patch,archeologique,archeologique,0.992716,0.992716,correct,data\exports_qgis\rgb\site11_patch04.png,data\exports_qgis\lidar\site11_patch04_lidar.png
exports_qgis:site11_patch05,exports_qgis,site11_patch05,site11,patch,archeologique,archeologique,0.640385,0.640385,correct,data\exports_qgis\rgb\site11_patch05.png,data\exports_qgis\lidar\site11_patch05_lidar.png
exports_qgis:site12_large,exports_qgis,site12_large,site12,large,archeologique,non_archeologique,0.018891,0.981109,false_negative,data\exports_qgis\rgb\site12_large.png,data\exports_qgis\lidar\site12_large_lidar.png
exports_qgis:site12_neg01,exports_qgis,site12_neg01,site12,neg,non_archeologique,non_archeologique,0.005242,0.994758,correct,data\exports_qgis\rgb\site12_neg01.png,data\exports_qgis\lidar\site12_neg01_lidar.png
exports_qgis:site12_neg02,exports_qgis,site12_neg02,site12,neg,non_archeologique,non_archeologique,0.000265,0.999735,correct,data\exports_qgis\rgb\site12_neg02.png,data\exports_qgis\lidar\site12_neg02_lidar.png
exports_qgis:site12_neg03,exports_qgis,site12_neg03,site12,neg,non_archeologique,non_archeologique,0.000023,0.999977,correct,data\exports_qgis\rgb\site12_neg03.png,data\exports_qgis\lidar\site12_neg03_lidar.png
exports_qgis:site12_neg04,exports_qgis,site12_neg04,site12,neg,non_archeologique,non_archeologique,0.156490,0.843510,correct,data\exports_qgis\rgb\site12_neg04.png,data\exports_qgis\lidar\site12_neg04_lidar.png
exports_qgis:site12_neg05,exports_qgis,site12_neg05,site12,neg,non_archeologique,non_archeologique,0.000066,0.999934,correct,data\exports_qgis\rgb\site12_neg05.png,data\exports_qgis\lidar\site12_neg05_lidar.png
exports_qgis:site12_neg06,exports_qgis,site12_neg06,site12,neg,non_archeologique,non_archeologique,0.000038,0.999962,correct,data\exports_qgis\rgb\site12_neg06.png,data\exports_qgis\lidar\site12_neg06_lidar.png
exports_qgis:site12_neg07,exports_qgis,site12_neg07,site12,neg,non_archeologique,non_archeologique,0.152862,0.847138,correct,data\exports_qgis\rgb\site12_neg07.png,data\exports_qgis\lidar\site12_neg07_lidar.png
