source,modality,image_id,image_path,mask_path,width,height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_ratio,changed_ratio,touches_edge,status
exports_qgis,rgb,site02_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.370027,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site02_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.409457,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site02_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site02_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site02_tres_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.379012,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site03_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.429890,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site03_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.366004,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site03_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.285533,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site03_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_patch04_masque.png,3507,2480,0,0,3507,2479,0.999597,0.360244,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site03_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site03_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site03_tres_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.491760,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.524493,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.353924,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.550494,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch03_masque.png,3507,2480,0,0,3507,2479,0.999597,0.532899,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch04_masque.png,3507,2480,0,0,3507,2479,0.999597,0.407723,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch05_masque.png,3507,2480,0,0,3507,2480,1.000000,0.474617,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_patch06_masque.png,3507,2480,0,0,3507,2479,0.999597,0.444812,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site04_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site04_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site04_tres_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.621127,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.167721,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.145293,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch02_masque.png,3507,2480,0,0,3507,2480,1.000000,0.225284,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch03_masque.png,3507,2480,0,0,3507,2464,0.993548,0.156994,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch04_masque.png,3507,2480,0,0,3507,2479,0.999597,0.172602,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch05_masque.png,3507,2480,0,0,3507,2480,1.000000,0.146952,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_patch06,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_patch06.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_patch06_masque.png,3507,2480,0,0,3507,2479,0.999597,0.085363,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site05_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site05_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site05_tres_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.208960,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site06_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.432555,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site06_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.349475,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site06_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.415554,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site06_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_patch03_masque.png,3507,2480,0,0,3507,2479,0.999597,0.454531,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site06_tres_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site06_tres_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site06_tres_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.419040,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site07_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.348175,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site07_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.296285,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site07_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.208436,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site07_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch03_masque.png,3507,2480,0,0,3507,2479,0.999597,0.420837,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site07_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site07_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site07_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.381516,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site08_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.439682,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site08_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.389198,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site08_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch02_masque.png,3507,2480,0,0,3507,2480,1.000000,0.390444,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site08_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch03_masque.png,3507,2480,0,0,3507,2479,0.999597,0.500087,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site08_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site08_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site08_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.447360,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site09_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.212400,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site09_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch02_masque.png,3507,2480,0,0,3507,2480,1.000000,0.447478,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site09_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.343012,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site09_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site09_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site09_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.298823,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site10_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.340274,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site10_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.358746,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site10_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch02_masque.png,3507,2480,0,0,3507,2480,1.000000,0.294095,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site10_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.454632,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site10_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site10_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site10_patch04_masque.png,3507,2480,0,0,3507,2479,0.999597,0.396722,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.341057,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.322297,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.347258,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.468693,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch04_masque.png,3507,2480,0,0,3507,2479,0.999597,0.476369,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site11_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site11_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site11_patch05_masque.png,3507,2480,0,0,3507,2479,0.999597,0.425546,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.343441,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.216721,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.329735,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.298148,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.291482,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site12_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site12_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site12_patch05_masque.png,3507,2480,0,0,3507,2479,0.999597,0.407721,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site13_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.388992,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site13_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_patch01_masque.png,3507,2480,0,0,3507,2480,1.000000,0.328803,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site13_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site13_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site13_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.430307,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.257709,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.208662,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch02_masque.png,3507,2480,0,0,3507,2480,1.000000,0.191339,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch03_masque.png,3507,2480,0,0,3507,2480,1.000000,0.147240,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch04,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch04.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch04_masque.png,3507,2480,0,0,3507,2480,1.000000,0.301534,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site14_patch05,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site14_patch05.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site14_patch05_masque.png,3507,2480,0,0,3507,2480,1.000000,0.313517,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site15_patch01,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch01.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch01_masque.png,3507,2480,0,0,3507,2479,0.999597,0.479222,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site15_patch02,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch02.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch02_masque.png,3507,2480,0,0,3507,2479,0.999597,0.480660,True,bbox_too_large;bbox_touches_edge
exports_qgis,rgb,site15_patch03,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb\site15_patch03.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis\rgb_masque\site15_patch03_masque.png,3507,2480,0,0,3507,2479,0.999597,0.479486,True,bbox_too_large;bbox_touches_edge
exports_qgis_auto,rgb,site01_large,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb\site01_large.png,C:\Users\Mathieu\Documents\New project\Stage_2A\data\exports_qgis_auto\rgb_masque\site01_large_masque.png,3507,2480,0,0,3507,2479,0.999597,0.531704,True,bbox_too_large;bbox_touches_edge
